day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;0;INTARIAN_PEPPER_ROOT;9992;17;;;;;10005;9;10008;17;;;9998.5;0.0
-2;0;ASH_COATED_OSMIUM;;;;;;;10010;25;;;;;10010.0;0.0
-2;100;INTARIAN_PEPPER_ROOT;9995;11;9992;16;;;10006;11;10008;16;;;10000.5;0.0
-2;100;ASH_COATED_OSMIUM;9992;15;;;;;10008;15;10011;20;;;10000.0;0.0
-2;200;INTARIAN_PEPPER_ROOT;9995;12;;;;;10008;20;;;;;10001.5;0.0
-2;200;ASH_COATED_OSMIUM;9992;15;9989;30;;;10008;15;10010;30;;;10000.0;0.0
-2;300;ASH_COATED_OSMIUM;9992;13;9989;26;;;10008;13;10010;26;;;10000.0;0.0
-2;300;INTARIAN_PEPPER_ROOT;;;;;;;10006;10;10008;21;;;10006.0;0.0
-2;400;ASH_COATED_OSMIUM;9992;15;;;;;10008;15;10010;20;;;10000.0;0.0
-2;400;INTARIAN_PEPPER_ROOT;9992;20;;;;;10006;12;10008;20;;;9999.0;0.0
-2;500;INTARIAN_PEPPER_ROOT;9995;12;9993;16;;;10006;12;10008;16;;;10000.5;0.0
-2;500;ASH_COATED_OSMIUM;9992;13;9989;30;;;10008;13;10010;30;;;10000.0;0.0
-2;600;ASH_COATED_OSMIUM;9989;30;;;;;10010;30;;;;;9999.5;0.0
-2;600;INTARIAN_PEPPER_ROOT;9995;11;9993;16;;;10009;16;;;;;10002.0;0.0
-2;700;ASH_COATED_OSMIUM;9990;27;;;;;10011;27;;;;;10000.5;0.0
-2;700;INTARIAN_PEPPER_ROOT;9995;12;9993;17;;;10006;12;10009;17;;;10000.5;0.0
-2;800;ASH_COATED_OSMIUM;9993;15;;;;;10011;21;;;;;10002.0;0.0
-2;800;INTARIAN_PEPPER_ROOT;9993;23;;;;;10006;9;;;;;9999.5;0.0
-2;900;INTARIAN_PEPPER_ROOT;9995;11;9993;24;;;10006;11;10009;24;;;10000.5;0.0
-2;900;ASH_COATED_OSMIUM;9993;13;9990;30;;;9998;8;10009;13;10011;30;9995.5;0.0
-2;1000;ASH_COATED_OSMIUM;9990;22;;;;;10009;15;10011;22;;;9999.5;0.0
-2;1000;INTARIAN_PEPPER_ROOT;9995;11;9993;24;;;10006;11;10009;24;;;10000.5;0.0
-2;1100;ASH_COATED_OSMIUM;9993;10;;;;;10009;10;10011;25;;;10001.0;0.0
-2;1100;INTARIAN_PEPPER_ROOT;;;;;;;10003;8;10009;21;;;10003.0;0.0
-2;1200;INTARIAN_PEPPER_ROOT;9993;21;;;;;10007;10;;;;;10000.0;0.0
-2;1200;ASH_COATED_OSMIUM;;;;;;;10009;10;10011;27;;;10009.0;0.0
-2;1300;INTARIAN_PEPPER_ROOT;9996;9;9993;16;;;10007;9;10009;16;;;10001.5;0.0
-2;1300;ASH_COATED_OSMIUM;9993;10;9991;23;;;10012;23;;;;;10002.5;0.0
-2;1400;INTARIAN_PEPPER_ROOT;9996;10;9993;18;;;10007;10;10009;18;;;10001.5;0.0
-2;1400;ASH_COATED_OSMIUM;9993;13;9991;26;;;10009;13;10012;26;;;10001.0;0.0
-2;1500;ASH_COATED_OSMIUM;9994;12;9991;25;;;10010;12;10012;25;;;10002.0;0.0
-2;1500;INTARIAN_PEPPER_ROOT;9996;9;9993;23;;;10007;9;;;;;10001.5;0.0
-2;1600;INTARIAN_PEPPER_ROOT;9994;24;;;;;10007;8;;;;;10000.5;0.0
-2;1600;ASH_COATED_OSMIUM;9994;15;9991;23;;;;;;;;;9994.0;0.0
-2;1700;INTARIAN_PEPPER_ROOT;9996;9;9994;18;;;10007;9;;;;;10001.5;0.0
-2;1700;ASH_COATED_OSMIUM;9999;3;9994;12;9991;28;10010;12;10012;28;;;10004.5;0.0
-2;1800;INTARIAN_PEPPER_ROOT;9996;12;9994;23;;;10007;12;10010;23;;;10001.5;0.0
-2;1800;ASH_COATED_OSMIUM;9994;14;9991;24;;;10010;14;10012;24;;;10002.0;0.0
-2;1900;ASH_COATED_OSMIUM;9994;11;9991;25;;;10010;11;10012;25;;;10002.0;0.0
-2;1900;INTARIAN_PEPPER_ROOT;9996;8;9994;17;;;10010;17;;;;;10003.0;0.0
-2;2000;INTARIAN_PEPPER_ROOT;9994;17;;;;;10008;11;10010;17;;;10001.0;0.0
-2;2000;ASH_COATED_OSMIUM;9991;30;;;;;10010;10;10012;30;;;10000.5;0.0
-2;2100;INTARIAN_PEPPER_ROOT;9997;10;;;;;10010;20;;;;;10003.5;0.0
-2;2100;ASH_COATED_OSMIUM;9994;13;9992;20;;;10010;13;;;;;10002.0;0.0
-2;2200;INTARIAN_PEPPER_ROOT;9994;19;;;;;10008;12;10010;19;;;10001.0;0.0
-2;2200;ASH_COATED_OSMIUM;9994;14;;;;;10010;14;10013;25;;;10002.0;0.0
-2;2300;INTARIAN_PEPPER_ROOT;9994;22;;;;;10008;12;;;;;10001.0;0.0
-2;2300;ASH_COATED_OSMIUM;10000;5;9995;11;9992;28;10011;11;10013;28;;;10005.5;0.0
-2;2400;ASH_COATED_OSMIUM;9992;30;;;;;10011;13;10013;30;;;10001.5;0.0
-2;2400;INTARIAN_PEPPER_ROOT;9997;9;9994;18;;;10008;9;10010;18;;;10002.5;0.0
-2;2500;INTARIAN_PEPPER_ROOT;9997;9;;;;;10008;9;10011;18;;;10002.5;0.0
-2;2500;ASH_COATED_OSMIUM;9992;21;;;;;10011;14;;;;;10001.5;0.0
-2;2600;INTARIAN_PEPPER_ROOT;9995;15;;;;;10008;8;10011;15;;;10001.5;0.0
-2;2600;ASH_COATED_OSMIUM;9995;15;9992;21;;;10011;15;;;;;10003.0;0.0
-2;2700;INTARIAN_PEPPER_ROOT;9997;10;9995;16;;;10011;16;;;;;10004.0;0.0
-2;2700;ASH_COATED_OSMIUM;9995;15;9992;26;;;10013;26;;;;;10004.0;0.0
-2;2800;ASH_COATED_OSMIUM;9995;13;;;;;10011;13;10013;28;;;10003.0;0.0
-2;2800;INTARIAN_PEPPER_ROOT;9997;10;9995;21;;;10008;10;;;;;10002.5;0.0
-2;2900;INTARIAN_PEPPER_ROOT;9997;8;9995;21;;;10008;8;10011;21;;;10002.5;0.0
-2;2900;ASH_COATED_OSMIUM;9995;15;9993;30;;;10011;15;10014;30;;;10003.0;0.0
-2;3000;INTARIAN_PEPPER_ROOT;9997;8;9995;19;;;10009;8;10011;19;;;10003.0;0.0
-2;3000;ASH_COATED_OSMIUM;9993;26;;;;;10011;12;10014;26;;;10002.0;0.0
-2;3100;INTARIAN_PEPPER_ROOT;9998;9;;;;;10011;19;;;;;10004.5;0.0
-2;3100;ASH_COATED_OSMIUM;9996;12;;;;;10012;12;10014;23;;;10004.0;0.0
-2;3200;ASH_COATED_OSMIUM;9996;11;9993;26;;;10014;26;;;;;10005.0;0.0
-2;3200;INTARIAN_PEPPER_ROOT;9995;22;;;;;10011;22;;;;;10003.0;0.0
-2;3300;INTARIAN_PEPPER_ROOT;9998;10;9995;19;;;10009;10;;;;;10003.5;0.0
-2;3300;ASH_COATED_OSMIUM;9996;15;9993;20;;;10012;15;10014;20;;;10004.0;0.0
-2;3400;INTARIAN_PEPPER_ROOT;9998;9;9995;21;;;10009;9;10011;21;;;10003.5;0.0
-2;3400;ASH_COATED_OSMIUM;9996;10;9993;22;;;10012;10;;;;;10004.0;0.0
-2;3500;INTARIAN_PEPPER_ROOT;9998;11;;;;;10012;23;;;;;10005.0;0.0
-2;3500;ASH_COATED_OSMIUM;9993;29;;;;;10012;10;10014;29;;;10002.5;0.0
-2;3600;ASH_COATED_OSMIUM;9996;10;9993;26;;;10012;10;;;;;10004.0;0.0
-2;3600;INTARIAN_PEPPER_ROOT;9998;12;9996;19;;;10009;12;10012;19;;;10003.5;0.0
-2;3700;ASH_COATED_OSMIUM;9993;25;;;;;10011;11;;;;;10002.0;0.0
-2;3700;INTARIAN_PEPPER_ROOT;9998;9;;;;;10009;9;10012;17;;;10003.5;0.0
-2;3800;INTARIAN_PEPPER_ROOT;9998;8;9996;20;;;10012;20;;;;;10005.0;0.0
-2;3800;ASH_COATED_OSMIUM;9995;11;9993;27;;;10011;11;10014;27;;;10003.0;0.0
-2;3900;ASH_COATED_OSMIUM;9995;14;9993;25;;;10011;14;10014;25;;;10003.0;0.0
-2;3900;INTARIAN_PEPPER_ROOT;9998;11;;;;;10009;11;10012;15;;;10003.5;0.0
-2;4000;ASH_COATED_OSMIUM;9996;10;9994;27;;;10012;10;10015;27;;;10004.0;0.0
-2;4000;INTARIAN_PEPPER_ROOT;10007;7;9998;11;9996;20;10010;11;10012;20;;;10008.5;0.0
-2;4100;ASH_COATED_OSMIUM;9994;28;;;;;10013;12;;;;;10003.5;0.0
-2;4100;INTARIAN_PEPPER_ROOT;9999;12;9996;17;;;;;;;;;9999.0;0.0
-2;4200;INTARIAN_PEPPER_ROOT;9996;16;;;;;10012;16;;;;;10004.0;0.0
-2;4200;ASH_COATED_OSMIUM;9994;23;;;;;10015;23;;;;;10004.5;0.0
-2;4300;ASH_COATED_OSMIUM;9997;13;9994;26;;;10015;26;;;;;10006.0;0.0
-2;4300;INTARIAN_PEPPER_ROOT;;;;;;;10010;11;10012;25;;;10010.0;0.0
-2;4400;ASH_COATED_OSMIUM;9997;11;9994;28;;;10015;28;;;;;10006.0;0.0
-2;4400;INTARIAN_PEPPER_ROOT;9996;17;;;;;10010;9;10012;17;;;10003.0;0.0
-2;4500;INTARIAN_PEPPER_ROOT;9999;8;9996;18;;;10010;8;10013;18;;;10004.5;0.0
-2;4500;ASH_COATED_OSMIUM;9997;12;9994;29;;;10013;12;10015;29;;;10005.0;0.0
-2;4600;INTARIAN_PEPPER_ROOT;9999;8;9997;19;;;10010;8;10013;19;;;10004.5;0.0
-2;4600;ASH_COATED_OSMIUM;9997;11;9995;29;;;10016;29;;;;;10006.5;0.0
-2;4700;INTARIAN_PEPPER_ROOT;9999;8;9997;15;;;10013;15;;;;;10006.0;0.0
-2;4700;ASH_COATED_OSMIUM;;;;;;;10013;11;10016;29;;;10013.0;0.0
-2;4800;ASH_COATED_OSMIUM;9995;24;;;;;10007;3;10013;14;10016;24;10001.0;0.0
