day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;TOMATOES;4999;5;4998;15;;;5013;5;5014;15;;;5006.0;0.0
-1;0;EMERALDS;9992;14;9990;29;;;10008;14;10010;29;;;10000.0;0.0
-1;100;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;0.0
-1;100;TOMATOES;5000;8;4998;21;;;5013;8;5014;21;;;5006.5;0.0
-1;200;EMERALDS;9992;15;9990;20;;;10008;15;10010;20;;;10000.0;0.0
-1;200;TOMATOES;5000;10;4999;20;;;5013;10;5015;20;;;5006.5;0.0
-1;300;TOMATOES;5000;9;4999;21;;;5014;9;5015;21;;;5007.0;0.0
-1;300;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;0.0
-1;400;TOMATOES;5000;5;4999;20;;;5014;5;5015;20;;;5007.0;0.0
-1;400;EMERALDS;9992;12;9990;25;;;10008;12;10010;25;;;10000.0;0.0
-1;500;EMERALDS;9992;12;9990;30;;;10008;12;10010;30;;;10000.0;0.0
-1;500;TOMATOES;5000;6;4999;25;;;5014;6;5015;25;;;5007.0;0.0
-1;600;EMERALDS;9992;11;9990;25;;;10008;11;10010;25;;;10000.0;0.0
-1;600;TOMATOES;5005;5;5000;8;4999;25;5014;8;5015;25;;;5009.5;0.0
-1;700;TOMATOES;5000;10;4999;18;;;5014;10;5015;18;;;5007.0;0.0
-1;700;EMERALDS;9992;12;9990;23;;;10008;12;10010;23;;;10000.0;0.0
-1;800;TOMATOES;5000;8;4998;15;;;5013;8;5014;15;;;5006.5;0.0
-1;800;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-1;900;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-1;900;TOMATOES;5000;6;4998;23;;;5013;6;5015;23;;;5006.5;0.0
-1;1000;EMERALDS;9992;13;9990;26;;;10008;13;10010;26;;;10000.0;0.0
-1;1000;TOMATOES;5000;7;4999;22;;;5014;7;5015;22;;;5007.0;0.0
-1;1100;TOMATOES;5007;8;5000;5;4999;17;5013;5;5015;17;;;5010.0;0.0
-1;1100;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;0.0
-1;1200;TOMATOES;5000;6;4999;16;;;5014;6;5015;16;;;5007.0;0.0
-1;1200;EMERALDS;9992;11;9990;21;;;10008;11;10010;21;;;10000.0;0.0
-1;1300;EMERALDS;9992;10;9990;30;;;10008;10;10010;30;;;10000.0;0.0
-1;1300;TOMATOES;5001;9;5000;25;;;5014;9;5016;25;;;5007.5;0.0
-1;1400;EMERALDS;9992;14;9990;25;;;10008;14;10010;25;;;10000.0;0.0
-1;1400;TOMATOES;5000;9;4999;19;;;5014;9;5015;19;;;5007.0;0.0
-1;1500;TOMATOES;5008;8;5000;7;4999;21;5014;7;5015;21;;;5011.0;0.0
-1;1500;EMERALDS;9992;10;9990;27;;;10008;10;10010;27;;;10000.0;0.0
-1;1600;TOMATOES;5001;6;4999;19;;;5014;6;5015;19;;;5007.5;0.0
-1;1600;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;0.0
-1;1700;EMERALDS;9992;12;9990;20;;;10008;12;10010;20;;;10000.0;0.0
-1;1700;TOMATOES;5000;5;4999;15;;;5014;5;5015;15;;;5007.0;0.0
-1;1800;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-1;1800;TOMATOES;5000;8;4998;17;;;5013;8;5014;17;;;5006.5;0.0
-1;1900;TOMATOES;5000;10;4999;20;;;5013;10;5015;20;;;5006.5;0.0
-1;1900;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;0.0
-1;2000;TOMATOES;4999;5;4998;18;;;5013;5;5014;18;;;5006.0;0.0
-1;2000;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;0.0
-1;2100;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;0.0
-1;2100;TOMATOES;4999;10;4997;20;;;5012;10;5013;20;;;5005.5;0.0
-1;2200;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;0.0
-1;2200;TOMATOES;4997;7;4996;15;;;5011;7;5012;15;;;5004.0;0.0
-1;2300;TOMATOES;4997;9;4995;21;;;5010;9;5011;21;;;5003.5;0.0
-1;2300;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;0.0
-1;2400;TOMATOES;4996;7;4995;21;;;5010;7;5011;21;;;5003.0;0.0
-1;2400;EMERALDS;9992;12;9990;29;;;10008;12;10010;29;;;10000.0;0.0
-1;2500;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-1;2500;TOMATOES;4996;6;4995;24;;;5009;6;5011;24;;;5002.5;0.0
-1;2600;EMERALDS;9992;15;9990;23;;;10008;15;10010;23;;;10000.0;0.0
-1;2600;TOMATOES;4996;7;4995;19;;;5009;7;5011;19;;;5002.5;0.0
-1;2700;TOMATOES;4997;10;4995;24;;;5010;10;5011;24;;;5003.5;0.0
-1;2700;EMERALDS;9992;14;9990;26;;;10008;14;10010;26;;;10000.0;0.0
-1;2800;TOMATOES;4997;5;4996;15;;;5011;5;5012;15;;;5004.0;0.0
-1;2800;EMERALDS;9992;11;9990;25;;;10000;10;10008;11;10010;25;9996.0;0.0
-1;2900;EMERALDS;9992;15;9990;25;;;10008;15;10010;25;;;10000.0;0.0
-1;2900;TOMATOES;4997;10;4996;24;;;5011;10;5012;24;;;5004.0;0.0
-1;3000;EMERALDS;9992;15;9990;26;;;10008;15;10010;26;;;10000.0;0.0
-1;3000;TOMATOES;4996;6;4995;18;;;5010;6;5011;18;;;5003.0;0.0
-1;3100;TOMATOES;4996;7;4995;18;;;5010;7;5011;18;;;5003.0;0.0
-1;3100;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;0.0
-1;3200;TOMATOES;4996;6;4995;16;;;5009;6;5011;16;;;5002.5;0.0
-1;3200;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;0.0
-1;3300;EMERALDS;9992;13;9990;30;;;10008;13;10010;30;;;10000.0;0.0
-1;3300;TOMATOES;4996;9;4995;23;;;5010;9;5011;23;;;5003.0;0.0
-1;3400;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;0.0
-1;3400;TOMATOES;4996;10;4994;17;;;5009;10;5011;17;;;5002.5;0.0
-1;3500;TOMATOES;4995;6;4993;17;;;5008;6;5009;17;;;5001.5;0.0
-1;3500;EMERALDS;9992;15;9990;26;;;10008;15;10010;26;;;10000.0;0.0
-1;3600;TOMATOES;4995;7;4993;21;;;5008;7;5009;21;;;5001.5;0.0
-1;3600;EMERALDS;9992;10;9990;21;;;10008;10;10010;21;;;10000.0;0.0
-1;3700;EMERALDS;9992;10;9990;23;;;10008;10;10010;23;;;10000.0;0.0
-1;3700;TOMATOES;4995;6;4994;25;;;5008;6;5010;25;;;5001.5;0.0
-1;3800;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;0.0
-1;3800;TOMATOES;4994;9;4993;24;;;5008;9;5009;24;;;5001.0;0.0
-1;3900;TOMATOES;4995;9;4994;16;;;5009;9;5010;16;;;5002.0;0.0
-1;3900;EMERALDS;9992;14;9990;25;;;10008;14;10010;25;;;10000.0;0.0
-1;4000;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
-1;4000;TOMATOES;4996;7;4994;19;;;5009;7;5010;19;;;5002.5;0.0
-1;4100;TOMATOES;4996;7;4994;18;;;5009;7;5010;18;;;5002.5;0.0
-1;4100;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-1;4200;EMERALDS;10000;9;9992;11;9990;24;10008;11;10010;24;;;10004.0;0.0
-1;4200;TOMATOES;4996;7;4994;25;;;5009;7;5010;25;;;5002.5;0.0
-1;4300;TOMATOES;4995;6;4994;25;;;5002;6;5008;6;5010;25;4998.5;0.0
-1;4300;EMERALDS;9992;10;9990;22;;;10008;10;10010;22;;;10000.0;0.0
-1;4400;EMERALDS;9992;13;9990;30;;;10008;13;10010;30;;;10000.0;0.0
-1;4400;TOMATOES;4995;5;4994;24;;;5008;5;5010;24;;;5001.5;0.0
-1;4500;TOMATOES;4995;9;4994;18;;;5009;9;5010;18;;;5002.0;0.0
-1;4500;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;0.0
-1;4600;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-1;4600;TOMATOES;4995;7;4994;17;;;5009;7;5010;17;;;5002.0;0.0
-1;4700;TOMATOES;4995;7;4994;18;;;5009;7;5010;18;;;5002.0;0.0
-1;4700;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
-1;4800;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;0.0
-1;4800;TOMATOES;4995;7;4994;23;;;5009;7;5010;23;;;5002.0;0.0
-1;4900;TOMATOES;4995;10;4994;18;;;5009;10;5010;18;;;5002.0;0.0
-1;4900;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-1;5000;EMERALDS;9992;13;9990;28;;;10000;9;10008;13;10010;28;9996.0;0.0
-1;5000;TOMATOES;4996;9;4995;24;;;5009;9;5011;24;;;5002.5;0.0
-1;5100;TOMATOES;4996;10;4994;17;;;5009;10;5010;17;;;5002.5;0.0
-1;5100;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;0.0
-1;5200;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;0.0
-1;5200;TOMATOES;4996;6;4994;23;;;5009;6;5010;23;;;5002.5;0.0
-1;5300;TOMATOES;4996;7;4995;23;;;5009;7;5011;23;;;5002.5;0.0
-1;5300;EMERALDS;9992;13;9990;20;;;10008;13;10010;20;;;10000.0;0.0
-1;5400;EMERALDS;9992;13;9990;21;;;10008;13;10010;21;;;10000.0;0.0
-1;5400;TOMATOES;4996;5;4995;15;;;5009;5;5011;15;;;5002.5;0.0
