timestamp;buyer;seller;symbol;currency;price;quantity
2800;;;ASH_COATED_OSMIUM;XIRECS;9985.0;10
3000;;;INTARIAN_PEPPER_ROOT;XIRECS;10999.0;8
4200;;;INTARIAN_PEPPER_ROOT;XIRECS;10995.0;4
5200;;;ASH_COATED_OSMIUM;XIRECS;10004.0;6
5200;;;ASH_COATED_OSMIUM;XIRECS;9986.0;9
6300;;;INTARIAN_PEPPER_ROOT;XIRECS;11000.0;4
7500;;;ASH_COATED_OSMIUM;XIRECS;10003.0;6
9000;;;ASH_COATED_OSMIUM;XIRECS;10004.0;10
13000;;;ASH_COATED_OSMIUM;XIRECS;10005.0;2
14600;;;ASH_COATED_OSMIUM;XIRECS;10007.0;5
14900;;;ASH_COATED_OSMIUM;XIRECS;10007.0;5
16600;;;ASH_COATED_OSMIUM;XIRECS;9992.0;2
17200;;;ASH_COATED_OSMIUM;XIRECS;9994.0;5
17900;;;INTARIAN_PEPPER_ROOT;XIRECS;11012.0;6
18700;;;ASH_COATED_OSMIUM;XIRECS;9998.0;5
19300;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
19700;;;INTARIAN_PEPPER_ROOT;XIRECS;11011.0;7
20900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;2
21500;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
23100;;;ASH_COATED_OSMIUM;XIRECS;10010.0;5
24100;;;INTARIAN_PEPPER_ROOT;XIRECS;11030.0;5
25300;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
25800;;;INTARIAN_PEPPER_ROOT;XIRECS;11029.0;3
25900;;;ASH_COATED_OSMIUM;XIRECS;10009.0;6
26300;;;ASH_COATED_OSMIUM;XIRECS;10008.0;9
28200;;;INTARIAN_PEPPER_ROOT;XIRECS;11034.0;6
29100;;;INTARIAN_PEPPER_ROOT;XIRECS;11035.0;6
31600;;;INTARIAN_PEPPER_ROOT;XIRECS;11034.0;3
34900;;;INTARIAN_PEPPER_ROOT;XIRECS;11044.0;6
35000;;;INTARIAN_PEPPER_ROOT;XIRECS;11038.0;8
35900;;;ASH_COATED_OSMIUM;XIRECS;9992.0;2
38500;;;INTARIAN_PEPPER_ROOT;XIRECS;11032.0;4
38700;;;INTARIAN_PEPPER_ROOT;XIRECS;11035.0;5
40000;;;INTARIAN_PEPPER_ROOT;XIRECS;11036.0;5
40300;;;INTARIAN_PEPPER_ROOT;XIRECS;11034.0;4
40400;;;INTARIAN_PEPPER_ROOT;XIRECS;11046.0;3
41900;;;INTARIAN_PEPPER_ROOT;XIRECS;11048.0;5
42700;;;INTARIAN_PEPPER_ROOT;XIRECS;11049.0;6
44700;;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
44800;;;INTARIAN_PEPPER_ROOT;XIRECS;11039.0;4
46700;;;ASH_COATED_OSMIUM;XIRECS;9992.0;6
47600;;;ASH_COATED_OSMIUM;XIRECS;9993.0;4
50300;;;ASH_COATED_OSMIUM;XIRECS;10008.0;4
