day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;SQUID_INK;2005;1;2002;31;;;2006;31;;;;;2005.5;0.0
-1;0;RAINFOREST_RESIN;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;0.0
-1;0;KELP;2028;1;2026;2;2025;29;2029;31;;;;;2028.5;0.0
-1;100;KELP;2025;24;;;;;2028;2;2029;22;;;2026.5;0.0
-1;100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;100;SQUID_INK;2004;24;;;;;2007;24;;;;;2005.5;0.0
-1;200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;200;KELP;2025;22;;;;;2028;20;;;;;2026.5;0.0
-1;200;SQUID_INK;2003;22;;;;;2006;20;;;;;2004.5;0.0
-1;300;SQUID_INK;2003;31;;;;;2006;31;;;;;2004.5;0.0
-1;300;KELP;2025;31;;;;;2028;2;2029;29;;;2026.5;0.0
-1;300;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;400;SQUID_INK;2004;27;;;;;2007;27;;;;;2005.5;0.0
-1;400;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;400;KELP;2025;27;;;;;2028;27;;;;;2026.5;0.0
-1;500;KELP;2025;30;;;;;2028;30;;;;;2026.5;0.0
-1;500;RAINFOREST_RESIN;9995;30;;;;;10002;4;10005;30;;;9998.5;0.0
-1;500;SQUID_INK;2004;30;;;;;2007;30;;;;;2005.5;0.0
-1;600;RAINFOREST_RESIN;10000;5;9995;25;;;10005;25;;;;;10002.5;0.0
-1;600;KELP;2026;5;2025;31;;;2028;25;;;;;2027.0;0.0
-1;600;SQUID_INK;2006;5;2005;6;2004;25;2008;25;;;;;2007.0;0.0
-1;700;SQUID_INK;2006;2;2005;23;;;2009;23;;;;;2007.5;0.0
-1;700;KELP;2025;2;2024;23;;;2028;23;;;;;2026.5;0.0
-1;700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;800;SQUID_INK;2005;30;;;;;2008;1;2009;29;;;2006.5;0.0
-1;800;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;800;KELP;2024;1;2023;29;;;2027;30;;;;;2025.5;0.0
-1;900;KELP;2024;23;;;;;2027;23;;;;;2025.5;0.0
-1;900;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;900;SQUID_INK;2005;23;;;;;2008;23;;;;;2006.5;0.0
-1;1000;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;1000;KELP;2024;26;;;;;2026;6;2027;26;;;2025.0;0.0
-1;1000;SQUID_INK;2005;26;;;;;2007;6;2009;26;;;2006.0;0.0
-1;1100;SQUID_INK;2007;6;2006;26;;;2009;2;2010;24;;;2008.0;0.0
-1;1100;KELP;2025;6;2024;26;;;2027;2;2028;24;;;2026.0;0.0
-1;1100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;1200;SQUID_INK;2006;21;;;;;2008;8;2009;21;;;2007.0;0.0
-1;1200;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;0.0
-1;1200;KELP;2024;21;;;;;2026;8;2028;21;;;2025.0;0.0
-1;1300;KELP;2024;31;;;;;2028;31;;;;;2026.0;0.0
-1;1300;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
-1;1300;SQUID_INK;2007;31;;;;;2010;31;;;;;2008.5;0.0
-1;1400;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;1400;KELP;2025;3;2024;25;;;2028;26;;;;;2026.5;0.0
-1;1400;SQUID_INK;2006;28;;;;;2009;26;;;;;2007.5;0.0
-1;1500;SQUID_INK;2006;27;;;;;2010;27;;;;;2008.0;0.0
-1;1500;KELP;2024;27;;;;;2028;27;;;;;2026.0;0.0
-1;1500;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;1600;SQUID_INK;2007;29;;;;;2009;4;2011;29;;;2008.0;0.0
-1;1600;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;1600;KELP;2024;29;;;;;2026;4;2028;29;;;2025.0;0.0
-1;1700;KELP;2024;22;;;;;2026;8;2028;22;;;2025.0;0.0
-1;1700;RAINFOREST_RESIN;9996;2;9995;20;;;10002;1;10004;2;10005;20;9999.0;0.0
-1;1700;SQUID_INK;2007;22;;;;;2009;8;2010;22;;;2008.0;0.0
-1;1800;RAINFOREST_RESIN;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;0.0
-1;1800;KELP;2024;23;;;;;2028;23;;;;;2026.0;0.0
-1;1800;SQUID_INK;2008;1;2007;22;;;2011;23;;;;;2009.5;0.0
-1;1900;SQUID_INK;2008;29;;;;;2010;5;2011;29;;;2009.0;0.0
-1;1900;KELP;2024;29;;;;;2026;5;2027;29;;;2025.0;0.0
-1;1900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;2000;KELP;2024;26;;;;;2027;26;;;;;2025.5;0.0
-1;2000;SQUID_INK;2009;26;;;;;2012;26;;;;;2010.5;0.0
-1;2000;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;0.0
-1;2100;RAINFOREST_RESIN;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;0.0
-1;2100;KELP;2024;27;;;;;2027;2;2028;25;;;2025.5;0.0
-1;2100;SQUID_INK;2007;27;;;;;2011;27;;;;;2009.0;0.0
-1;2200;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;2200;KELP;2024;25;;;;;2026;7;2027;1;2028;24;2025.0;0.0
-1;2200;SQUID_INK;2008;25;;;;;2010;7;2011;1;2012;24;2009.0;0.0
-1;2300;KELP;2024;32;;;;;2028;32;;;;;2026.0;0.0
-1;2300;SQUID_INK;2008;32;;;;;2012;32;;;;;2010.0;0.0
-1;2300;RAINFOREST_RESIN;9998;7;9996;2;9995;30;10004;2;10005;30;;;10001.0;0.0
-1;2400;KELP;2024;29;;;;;2025;1;2028;29;;;2024.5;0.0
-1;2400;SQUID_INK;2009;28;;;;;2012;29;;;;;2010.5;0.0
-1;2400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;2500;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;2500;KELP;2025;2;2024;23;;;2027;1;2028;22;;;2026.0;0.0
-1;2500;SQUID_INK;2009;25;;;;;2012;23;;;;;2010.5;0.0
-1;2600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;2600;KELP;2025;3;2024;23;;;2028;23;;;;;2026.5;0.0
-1;2600;SQUID_INK;2010;26;;;;;2013;23;;;;;2011.5;0.0
-1;2700;KELP;2024;26;;;;;2027;26;;;;;2025.5;0.0
-1;2700;SQUID_INK;2008;26;;;;;2012;26;;;;;2010.0;0.0
-1;2700;RAINFOREST_RESIN;9998;6;9995;26;;;10005;26;;;;;10001.5;0.0
-1;2800;KELP;2023;25;;;;;2027;25;;;;;2025.0;0.0
-1;2800;SQUID_INK;2009;25;;;;;2012;25;;;;;2010.5;0.0
-1;2800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;2900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;2900;KELP;2023;26;;;;;2027;26;;;;;2025.0;0.0
-1;2900;SQUID_INK;2008;26;;;;;2012;26;;;;;2010.0;0.0
-1;3000;RAINFOREST_RESIN;9998;1;9995;26;;;10005;26;;;;;10001.5;0.0
-1;3000;KELP;2024;29;;;;;2027;26;;;;;2025.5;0.0
-1;3000;SQUID_INK;2008;29;;;;;2011;26;;;;;2009.5;0.0
-1;3100;SQUID_INK;2008;26;;;;;2010;5;2011;26;;;2009.0;0.0
-1;3100;KELP;2023;26;;;;;2025;5;2026;26;;;2024.0;0.0
-1;3100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3200;SQUID_INK;2005;23;;;;;2007;3;2009;23;;;2006.0;0.0
-1;3200;KELP;2023;23;;;;;2025;3;2026;23;;;2024.0;0.0
-1;3200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;3300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;3300;SQUID_INK;2005;32;;;;;2007;2;2008;32;;;2006.0;0.0
-1;3300;KELP;2023;32;;;;;2025;2;2026;32;;;2024.0;0.0
-1;3400;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3400;SQUID_INK;2005;26;;;;;2009;26;;;;;2007.0;0.0
-1;3400;KELP;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;3500;SQUID_INK;2004;26;;;;;2007;26;;;;;2005.5;0.0
-1;3500;KELP;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;3500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;3600;SQUID_INK;2004;21;;;;;2008;21;;;;;2006.0;0.0
-1;3600;KELP;2023;21;;;;;2026;21;;;;;2024.5;0.0
-1;3600;RAINFOREST_RESIN;9995;21;;;;;9998;4;10005;21;;;9996.5;0.0
-1;3700;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;0.0
-1;3700;SQUID_INK;2003;27;;;;;2006;24;;;;;2004.5;0.0
-1;3700;KELP;2023;27;;;;;2026;24;;;;;2024.5;0.0
-1;3800;RAINFOREST_RESIN;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;0.0
-1;3800;SQUID_INK;2007;2;2006;23;;;2010;25;;;;;2008.5;0.0
-1;3800;KELP;2023;25;;;;;2026;25;;;;;2024.5;0.0
-1;3900;SQUID_INK;2007;28;;;;;2010;26;;;;;2008.5;0.0
-1;3900;KELP;2023;28;;;;;2026;26;;;;;2024.5;0.0
-1;3900;RAINFOREST_RESIN;9998;1;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
-1;4000;SQUID_INK;2009;32;;;;;2012;32;;;;;2010.5;0.0
-1;4000;KELP;2023;32;;;;;2026;32;;;;;2024.5;0.0
-1;4000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;4100;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;4100;SQUID_INK;2010;29;;;;;2013;29;;;;;2011.5;0.0
-1;4100;KELP;2023;29;;;;;2027;29;;;;;2025.0;0.0
-1;4200;RAINFOREST_RESIN;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;0.0
-1;4200;KELP;2023;26;;;;;2027;26;;;;;2025.0;0.0
-1;4200;SQUID_INK;2010;26;;;;;2014;26;;;;;2012.0;0.0
-1;4300;SQUID_INK;2010;29;;;;;2011;5;2013;22;;;2010.5;0.0
-1;4300;KELP;2023;29;;;;;2024;5;2026;22;;;2023.5;0.0
-1;4300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10000;6;10005;22;9996.5;0.0
-1;4400;KELP;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;4400;SQUID_INK;2010;30;;;;;2014;30;;;;;2012.0;0.0
-1;4400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;4500;RAINFOREST_RESIN;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;0.0
-1;4500;SQUID_INK;2010;28;;;;;2013;29;;;;;2011.5;0.0
-1;4500;KELP;2023;28;;;;;2026;29;;;;;2024.5;0.0
-1;4600;RAINFOREST_RESIN;9996;1;9995;29;;;10002;10;10004;1;10005;29;9999.0;0.0
-1;4600;KELP;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;4600;SQUID_INK;2010;30;;;;;2013;30;;;;;2011.5;0.0
-1;4700;SQUID_INK;2010;32;;;;;2011;7;2012;3;2013;2;2010.5;0.0
-1;4700;KELP;2023;25;;;;;2025;3;2026;32;;;2024.0;0.0
-1;4700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;4800;KELP;2023;24;;;;;2027;24;;;;;2025.0;0.0
-1;4800;SQUID_INK;2011;24;;;;;2014;24;;;;;2012.5;0.0
-1;4800;RAINFOREST_RESIN;9998;6;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;4900;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;0.0
-1;4900;SQUID_INK;2012;22;;;;;2015;22;;;;;2013.5;0.0
-1;4900;KELP;2023;22;;;;;2027;22;;;;;2025.0;0.0
-1;5000;RAINFOREST_RESIN;9998;3;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
-1;5000;KELP;2023;30;;;;;2026;30;;;;;2024.5;0.0
