timestamp;buyer;seller;symbol;currency;price;quantity
0;;;CROISSANTS;SEASHELLS;4241.0;8
0;;;JAMS;SEASHELLS;6522.0;6
100;;;SQUID_INK;SEASHELLS;1818.0;7
200;;;DJEMBES;SEASHELLS;13298.0;2
300;;;JAMS;SEASHELLS;6523.0;10
400;;;CROISSANTS;SEASHELLS;4242.0;5
800;;;CROISSANTS;SEASHELLS;4242.0;5
800;;;KELP;SEASHELLS;2040.0;1
800;;;KELP;SEASHELLS;2040.0;1
800;;;SQUID_INK;SEASHELLS;1813.0;1
800;;;SQUID_INK;SEASHELLS;1813.0;1
900;;;JAMS;SEASHELLS;6523.0;9
1000;;;PICNIC_BASKET2;SEASHELLS;30064.0;7
1000;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
1100;;;JAMS;SEASHELLS;6523.0;5
1200;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;182.0;15
1200;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;37.0;15
1200;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;15
1200;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;669.0;15
1200;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;420.0;15
1300;;;KELP;SEASHELLS;2040.0;1
1300;;;KELP;SEASHELLS;2039.0;2
1300;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
1300;;;SQUID_INK;SEASHELLS;1819.0;1
1300;;;SQUID_INK;SEASHELLS;1819.0;2
1400;;;KELP;SEASHELLS;2040.0;2
1400;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
1400;;;SQUID_INK;SEASHELLS;1820.0;2
1500;;;KELP;SEASHELLS;2040.0;1
1500;;;SQUID_INK;SEASHELLS;1820.0;1
1700;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
1700;;;VOLCANIC_ROCK;SEASHELLS;10171.0;2
1800;;;KELP;SEASHELLS;2041.0;3
1800;;;KELP;SEASHELLS;2041.0;2
1800;;;SQUID_INK;SEASHELLS;1822.0;3
1800;;;SQUID_INK;SEASHELLS;1822.0;2
2000;;;JAMS;SEASHELLS;6519.0;4
2100;;;PICNIC_BASKET1;SEASHELLS;58401.0;9
2100;;;PICNIC_BASKET2;SEASHELLS;30051.0;9
2100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;190.0;13
2100;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;676.0;13
2100;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;427.0;13
2300;;;CROISSANTS;SEASHELLS;4241.0;10
2300;;;RAINFOREST_RESIN;SEASHELLS;10003.0;7
2400;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
2500;;;DJEMBES;SEASHELLS;13299.0;5
2500;;;JAMS;SEASHELLS;6516.0;9
2500;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
2600;;;KELP;SEASHELLS;2040.0;1
2600;;;KELP;SEASHELLS;2040.0;6
2600;;;KELP;SEASHELLS;2040.0;1
2600;;;SQUID_INK;SEASHELLS;1822.0;1
2600;;;SQUID_INK;SEASHELLS;1822.0;6
2600;;;SQUID_INK;SEASHELLS;1822.0;1
2600;;;VOLCANIC_ROCK;SEASHELLS;10167.0;5
2700;;;JAMS;SEASHELLS;6516.0;5
2700;;;JAMS;SEASHELLS;6518.0;9
3000;;;KELP;SEASHELLS;2040.0;1
3000;;;SQUID_INK;SEASHELLS;1823.0;1
3300;;;DJEMBES;SEASHELLS;13300.0;4
3700;;;KELP;SEASHELLS;2040.0;1
3700;;;SQUID_INK;SEASHELLS;1828.0;1
3800;;;KELP;SEASHELLS;2043.0;2
3800;;;SQUID_INK;SEASHELLS;1832.0;2
3900;;;KELP;SEASHELLS;2042.0;1
3900;;;SQUID_INK;SEASHELLS;1831.0;1
4100;;;KELP;SEASHELLS;2041.0;3
4100;;;SQUID_INK;SEASHELLS;1832.0;3
4100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;180.0;10
4100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;180.0;2
4100;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;10
4100;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;2
4100;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;10
4100;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;2
4100;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;662.0;10
