timestamp,bidPrice,askPrice,transportFees,exportTariff,importTariff,sugarPrice,sunlightIndex
0,627.0,628.5,1.0,9.0,-3.0,200.0,60.0
100,630.0,631.5,1.0,9.0,-3.0,200.0984454,60.0
200,630.0,631.5,1.0,9.0,-3.0,200.1039148,60.0
300,632.0,633.5,1.0,9.0,-3.0,200.3524618,60.01
400,630.5,632.0,1.0,9.0,-3.0,200.2015446,60.01
500,634.0,635.5,1.0,9.0,-3.0,200.5331862,60.01
600,633.5,635.0,1.0,9.0,-3.0,200.5273365,60.02
700,632.5,634.0,1.0,9.0,-3.0,200.8403459,60.02
800,634.0,635.5,1.0,9.0,-3.0,200.9150882,60.02
900,632.5,634.0,1.0,9.0,-3.0,200.6624438,60.02
1000,633.0,634.5,1.0,9.0,-3.0,200.5044354,60.02
1100,634.5,636.0,1.0,9.0,-3.0,200.6643695,60.03
1200,634.5,636.0,1.0,9.0,-3.0,200.8335424,60.03
1300,632.5,634.0,1.0,9.5,-3.0,200.701769,60.03
1400,633.5,635.0,1.0,9.5,-3.0,200.9650645,60.04
1500,634.5,636.0,1.0,9.5,-3.0,200.9915366,60.04
1600,636.5,638.0,1.0,9.5,-3.0,201.226257,60.04
1700,641.5,643.0,1.0,9.5,-3.0,201.3688569,60.04
1800,643.0,644.5,1.0,9.5,-3.0,201.4394136,60.04
1900,642.5,644.0,1.0,9.5,-3.0,201.1060397,60.05
2000,644.0,645.5,1.0,9.5,-3.0,201.0934547,60.05
2100,643.5,645.0,1.0,9.5,-3.0,201.078263,60.05
2200,644.0,645.5,1.0,9.5,-3.0,200.8993863,60.06
2300,643.5,645.0,1.0,9.5,-3.0,200.804399,60.06
2400,646.0,647.5,1.0,9.5,-3.0,200.8253301,60.06
2500,650.5,652.0,1.0,9.5,-3.0,201.1971955,60.06
2600,652.5,654.0,1.0,9.5,-3.0,201.2758462,60.06
2700,652.5,654.0,1.0,9.5,-3.0,201.4289758,60.07
2800,656.0,657.5,1.0,9.5,-3.0,201.7071217,60.07
2900,660.0,661.5,1.0,9.5,-3.0,201.9814593,60.07
3000,655.0,656.5,1.0,9.5,-3.0,201.4816004,60.08
3100,655.0,656.5,1.0,9.5,-3.0,201.4333422,60.08
3200,656.5,658.0,1.0,9.5,-3.0,201.5124598,60.08
3300,659.0,660.5,1.0,9.5,-3.0,201.5831013,60.08
3400,663.0,664.5,1.0,9.5,-3.0,201.6993779,60.08
3500,665.0,666.5,1.0,9.5,-3.0,201.9533945,60.09
3600,664.5,666.0,1.0,9.5,-3.0,201.9074566,60.09
3700,667.0,668.5,1.0,9.5,-3.0,201.8901794,60.09
3800,665.0,666.5,1.0,9.5,-3.0,201.550519,60.1
3900,666.0,667.5,1.0,9.5,-3.0,201.553468,60.1
4000,671.5,673.0,1.0,9.5,-3.0,202.0029105,60.1
4100,673.5,675.0,1.0,9.5,-3.0,202.1259144,60.1
4200,673.0,674.5,1.0,9.5,-3.0,202.1702052,60.1
4300,670.0,671.5,1.0,9.5,-3.0,202.0088117,60.11
4400,673.0,674.5,1.0,9.5,-3.0,202.2724053,60.11
4500,671.0,672.5,1.0,9.5,-3.0,202.3126872,60.11
4600,671.0,672.5,1.0,9.5,-3.0,202.0938284,60.12
4700,672.5,674.0,1.0,9.5,-3.0,202.3337656,60.12
4800,672.5,674.0,1.0,9.5,-3.0,202.7305019,60.12
4900,672.5,674.5,1.0,9.5,-3.0,202.5743672,60.12
5000,669.0,670.5,1.0,9.5,-3.0,202.4911715,60.12
5100,668.5,670.0,1.0,9.5,-3.0,202.3493148,60.13
5200,668.5,670.0,1.0,9.5,-3.0,202.217117,60.13
5300,670.5,672.0,1.0,9.5,-3.0,202.3675461,60.13
5400,668.5,670.0,1.0,9.5,-3.0,202.338228,60.14
5500,668.5,670.0,1.0,9.5,-3.0,202.1885415,60.14
5600,671.0,672.5,1.0,9.5,-3.0,202.2403604,60.14
5700,670.0,671.5,1.0,9.5,-3.0,202.2203605,60.14
5800,669.0,670.5,1.0,9.5,-3.0,202.0049668,60.14
5900,671.0,672.5,1.0,9.5,-3.0,202.1532421,60.15
6000,669.5,671.0,1.0,9.5,-3.0,202.0633821,60.15
6100,670.5,672.0,1.0,9.5,-3.0,202.1118885,60.15
6200,669.5,671.0,1.0,9.5,-3.0,201.916647,60.16
6300,666.5,668.0,1.0,9.5,-3.0,201.9093124,60.16
6400,666.0,667.5,1.0,9.5,-3.0,201.8592995,60.16
6500,664.0,665.5,1.0,9.5,-3.0,201.8242527,60.16
6600,661.5,663.0,1.0,9.5,-3.0,201.7812087,60.16
6700,657.5,659.0,1.0,9.5,-3.0,201.7163404,60.17
6800,659.5,661.0,1.0,9.5,-3.0,202.0199588,60.17
6900,660.5,662.0,1.0,9.5,-3.0,202.1007339,60.17
7000,658.0,659.5,1.0,9.5,-3.0,202.1054599,60.18
7100,657.0,658.5,1.0,9.5,-3.0,201.953379,60.18
7200,654.5,656.0,1.0,9.5,-3.0,201.7121,60.18
7300,653.5,655.0,1.0,9.5,-3.0,201.6999451,60.18
7400,651.0,652.5,1.0,9.5,-3.0,201.60404,60.18
7500,653.0,654.5,1.0,9.5,-3.0,201.7535245,60.19
7600,651.5,653.0,1.0,9.5,-3.0,201.6761958,60.19
7700,651.5,653.0,1.0,9.5,-3.0,201.6195278,60.19
7800,652.0,653.5,1.0,9.5,-3.0,201.8175127,60.2
7900,649.0,650.5,1.0,9.5,-3.0,201.7441317,60.2
8000,645.5,647.0,1.0,9.5,-3.0,201.6919248,60.2
8100,648.0,649.5,1.0,9.5,-3.0,201.8282212,60.2
8200,643.5,645.0,1.0,9.5,-3.0,201.5566733,60.2
8300,648.0,649.5,1.0,9.5,-3.0,201.7614683,60.21
8400,646.5,648.0,1.0,9.5,-3.0,201.6277673,60.21
8500,643.0,644.5,1.0,9.5,-3.0,201.4650274,60.21
8600,639.5,641.0,1.0,9.5,-3.0,201.4397834,60.22
8700,639.5,641.0,1.0,9.5,-3.0,201.397478,60.22
8800,636.5,638.0,1.0,9.5,-3.0,201.0821303,60.22
8900,636.0,637.5,1.0,9.5,-3.0,200.9042339,60.22
9000,635.0,636.5,1.0,9.5,-3.0,200.7670526,60.22
9100,636.5,638.0,1.0,9.5,-3.0,200.8964586,60.23
9200,637.0,638.5,1.0,9.5,-3.0,200.9502622,60.23
9300,636.5,638.0,1.0,9.5,-3.0,200.8875582,60.23
9400,637.0,638.5,1.0,9.5,-3.0,201.0662172,60.24
9500,637.0,638.5,1.0,9.5,-3.0,201.3512244,60.24
9600,633.0,634.5,1.0,9.5,-3.0,201.030677,60.24
9700,630.5,632.0,1.0,9.5,-3.0,200.774187,60.24
9800,632.0,633.5,1.0,9.5,-3.0,200.7280403,60.24
9900,627.5,629.0,1.0,9.5,-3.0,200.5391621,60.25
10000,627.5,629.0,1.0,9.5,-3.0,200.5162913,60.25
10100,627.0,628.5,1.0,9.5,-3.0,200.2698192,60.25
10200,625.5,627.0,1.0,9.5,-3.0,200.1148064,60.26
10300,624.0,625.5,1.0,9.5,-3.0,200.1245438,60.26
10400,628.5,630.0,1.0,9.5,-3.0,200.2643671,60.26
10500,625.0,626.5,1.0,9.5,-3.0,199.8987342,60.26
10600,625.0,626.5,1.0,9.5,-3.0,199.5853477,60.26
10700,626.5,628.0,1.0,9.5,-3.0,199.4563614,60.27
10800,624.5,626.0,1.0,9.5,-3.0,199.2634534,60.27
10900,622.5,624.0,1.0,9.5,-3.0,198.8999596,60.27
11000,625.0,626.5,1.0,9.5,-3.0,198.6761188,60.28
11100,622.5,624.0,1.0,9.5,-3.0,198.5130641,60.28
11200,623.5,625.0,1.0,9.5,-3.0,198.3450938,60.28
11300,621.0,622.5,1.0,9.5,-3.0,198.2626115,60.28
11400,621.5,623.0,1.0,9.5,-3.0,198.2097924,60.28
11500,622.5,624.0,1.0,9.5,-3.0,198.5803995,60.29
11600,625.0,626.5,1.0,9.5,-3.0,198.7081364,60.29
11700,621.0,622.5,1.0,9.5,-3.0,198.4906929,60.29
11800,619.0,620.5,1.0,9.5,-3.0,198.3441639,60.3
11900,622.0,623.5,1.0,9.5,-3.0,198.7517315,60.3
12000,625.5,627.0,1.0,9.5,-3.0,198.768909,60.3
12100,627.0,628.5,1.0,9.5,-3.0,199.0155414,60.3
12200,627.5,629.0,1.0,9.5,-3.0,199.0465288,60.3
12300,629.5,631.0,1.0,9.5,-3.0,199.2224555,60.31
12400,626.0,627.5,1.0,9.5,-3.0,199.1238353,60.31
12500,623.5,625.0,1.0,9.5,-3.0,198.8885646,60.31
12600,621.0,622.5,1.0,9.5,-3.0,199.0148932,60.32
12700,620.0,621.5,1.0,9.5,-3.0,198.9672297,60.32
12800,618.5,620.0,1.0,9.5,-3.0,198.7050893,60.32
12900,617.5,619.0,1.0,9.5,-3.0,198.6900698,60.32
13000,618.0,619.5,1.0,9.5,-3.0,198.9549862,60.32
13100,619.0,620.5,1.0,9.5,-3.0,199.0304978,60.33
13200,617.0,618.5,1.0,9.5,-3.0,199.0130177,60.33
13300,618.0,619.5,1.0,9.5,-3.0,198.8641823,60.33
13400,618.5,620.0,1.0,9.5,-3.0,198.9798906,60.34
13500,620.5,622.0,1.0,9.5,-3.0,198.9904448,60.34
13600,621.5,623.0,1.0,9.5,-3.0,199.2387636,60.34
13700,623.5,625.0,1.0,9.5,-3.0,199.2671001,60.34
13800,624.0,625.5,1.0,9.5,-3.0,199.2925307,60.34
13900,625.0,626.5,1.0,9.5,-3.0,199.3780458,60.35
14000,628.0,629.5,1.0,9.5,-3.0,199.550641,60.35
14100,625.5,627.0,1.0,9.5,-3.0,199.1637803,60.35
14200,624.5,626.0,1.0,9.5,-3.0,199.2244499,60.36
14300,625.5,627.0,1.0,9.5,-3.0,199.1764321,60.36
14400,627.5,629.0,1.0,9.5,-3.0,199.4832725,60.36
14500,632.0,633.5,1.0,9.5,-3.0,199.6411126,60.36
14600,632.0,633.5,1.0,9.5,-3.0,199.4760709,60.36
14700,628.5,630.0,1.0,9.5,-3.0,199.3878735,60.37
14800,626.5,628.0,1.0,9.5,-3.0,199.3794464,60.37
14900,629.0,630.5,1.0,9.5,-3.0,199.6536006,60.37
15000,631.5,633.0,1.0,9.5,-3.0,199.9380892,60.38
15100,629.0,630.5,1.0,9.5,-3.0,199.8882607,60.38
15200,629.5,631.0,1.0,9.5,-3.0,199.8700968,60.38
15300,628.0,629.5,1.0,9.5,-3.0,199.7104755,60.38
15400,627.0,628.5,1.0,9.5,-3.0,199.6445379,60.38
15500,629.5,631.0,1.0,9.5,-3.0,199.8771317,60.39
15600,628.5,630.0,1.0,9.5,-3.0,199.6419586,60.39
15700,628.0,629.5,1.0,9.5,-3.0,199.6284527,60.39
15800,623.0,624.5,1.0,9.5,-3.0,199.4269636,60.4
15900,623.5,625.0,1.0,9.5,-3.0,199.2998633,60.4
16000,622.5,624.0,1.0,9.5,-3.0,199.1616351,60.4
16100,620.0,621.5,1.0,9.5,-3.0,199.0727188,60.4
16200,621.5,623.0,1.0,9.5,-3.0,199.1045606,60.4
16300,625.0,626.5,1.0,9.5,-3.0,199.3392114,60.41
16400,620.5,622.0,1.0,9.5,-3.0,198.9130178,60.41
16500,620.0,621.5,1.0,9.5,-3.0,198.7198574,60.41
16600,620.0,621.5,1.0,9.5,-3.0,198.9208701,60.42
16700,618.0,619.5,1.0,9.5,-3.0,198.870615,60.42
16800,620.0,621.5,1.0,9.5,-3.0,199.008858,60.42
16900,618.0,619.5,1.0,9.5,-3.0,198.881546,60.42
17000,618.5,620.0,1.0,9.5,-3.0,198.8194829,60.42
17100,617.0,618.5,1.0,9.5,-3.0,198.7889671,60.43
17200,612.5,614.0,1.0,9.5,-3.0,198.5912907,60.43
17300,614.0,615.5,1.0,9.5,-3.0,198.6151798,60.43
17400,614.0,615.5,1.0,9.5,-3.0,198.5245622,60.44
17500,612.5,614.0,1.0,9.5,-3.0,198.6420533,60.44
17600,610.5,612.0,1.0,9.5,-3.0,198.5986095,60.44
17700,610.5,612.5,1.0,9.5,-3.0,198.60796,60.44
17800,614.5,616.0,1.0,9.5,-3.0,198.6700481,60.44
17900,610.5,612.0,1.0,9.5,-3.0,198.4129125,60.45
18000,610.5,612.0,1.0,9.5,-3.0,198.1686083,60.45
18100,611.0,612.5,1.0,9.5,-3.0,198.296384,60.45
18200,611.0,612.5,1.0,9.5,-3.0,198.1287647,60.46
18300,612.5,614.0,1.0,9.5,-3.0,198.4697556,60.46
18400,613.5,615.0,1.0,9.5,-3.0,198.6098349,60.46
18500,617.0,618.5,1.0,9.5,-3.0,198.7204109,60.46
18600,615.5,617.0,1.0,9.5,-3.0,198.5695487,60.46
18700,616.0,617.5,1.0,9.5,-3.0,198.8102472,60.47
18800,618.0,619.5,1.0,9.5,-3.0,199.2879493,60.47
18900,611.0,612.5,1.0,9.5,-3.0,199.241027,60.47
19000,612.0,613.5,1.0,9.5,-3.0,199.5457241,60.48
19100,614.0,615.5,1.0,9.5,-3.0,199.5668238,60.48
19200,616.5,618.0,1.0,9.5,-3.0,199.6615573,60.48
19300,616.0,617.5,1.0,9.5,-3.0,199.5831742,60.48
19400,615.0,616.5,1.0,9.5,-3.0,199.6685194,60.48
19500,615.5,617.0,1.0,9.5,-3.0,199.6413552,60.49
19600,617.5,619.0,1.0,9.5,-3.0,199.7653751,60.49
19700,618.5,620.0,1.0,9.5,-3.0,199.7901726,60.49
19800,619.0,620.5,1.0,9.5,-3.0,199.8944181,60.5
19900,614.0,615.5,1.0,9.5,-3.0,199.8818685,60.5
20000,615.5,617.0,1.0,9.5,-3.0,199.9841394,60.5
20100,618.0,619.5,1.0,9.5,-3.0,200.191513,60.5
20200,619.0,620.5,1.0,9.5,-3.0,200.3788849,60.5
20300,619.5,621.0,1.0,9.5,-3.0,200.4433552,60.51
20400,618.0,619.5,1.0,9.5,-3.0,200.3103115,60.51
20500,615.5,617.0,1.0,9.5,-3.0,200.2917416,60.51
20600,615.5,617.0,1.0,9.5,-3.0,200.2833069,60.52
20700,616.5,618.0,1.0,9.5,-3.0,200.0188682,60.52
20800,616.5,618.5,1.0,9.5,-3.0,199.7016417,60.52
20900,621.0,622.5,1.0,9.5,-3.0,199.7863472,60.52
21000,618.0,619.5,1.0,9.5,-3.0,199.88589,60.52
21100,619.5,621.0,1.0,9.5,-3.0,200.0455986,60.53
21200,619.0,620.5,1.0,9.5,-3.0,199.8165744,60.53
21300,618.5,620.0,1.0,9.5,-3.0,199.9074512,60.53
21400,621.5,623.0,1.0,9.5,-3.0,199.9757414,60.54
21500,622.0,623.5,1.0,9.5,-3.0,200.2215511,60.54
21600,618.5,620.0,1.0,9.5,-3.0,199.9908838,60.54
21700,616.5,618.0,1.0,9.5,-3.0,199.87904,60.54
21800,621.5,623.0,1.0,9.5,-3.0,199.9894309,60.54
21900,622.0,623.5,1.0,9.5,-3.0,199.9774643,60.55
22000,621.0,622.5,1.0,9.5,-3.0,199.6822011,60.55
22100,618.5,620.0,1.0,9.5,-3.0,199.5305735,60.55
22200,617.5,619.0,1.0,9.5,-3.0,199.7216824,60.56
22300,616.0,617.5,1.0,9.5,-3.0,199.540654,60.56
22400,611.0,612.5,1.0,9.5,-3.0,199.458437,60.56
22500,613.5,615.0,1.0,9.5,-3.0,199.4823895,60.56
22600,620.0,621.5,1.0,9.5,-3.0,199.5913112,60.56
22700,621.5,623.0,1.0,9.5,-3.0,199.3214301,60.57
22800,623.5,625.0,1.0,9.5,-3.0,199.3517873,60.57
22900,622.5,624.0,1.0,9.5,-3.0,199.2596488,60.57
23000,619.0,620.5,1.0,9.5,-3.0,199.207634,60.58
23100,618.0,619.5,1.0,9.5,-3.0,199.1621888,60.58
23200,617.0,618.5,1.0,9.5,-3.0,199.2254973,60.58
23300,622.5,624.0,1.0,9.5,-3.0,199.3635323,60.58
23400,621.5,623.0,1.0,9.5,-3.0,199.3144905,60.58
23500,618.5,620.0,1.0,9.5,-3.0,199.475061,60.59
23600,617.5,619.0,1.0,9.5,-3.0,199.2930616,60.59
23700,616.0,617.5,1.0,9.5,-3.0,199.3398837,60.59
23800,614.0,615.5,1.0,9.5,-3.0,199.1429898,60.6
23900,612.5,614.0,1.0,9.5,-3.0,199.2777497,60.6
24000,610.5,612.0,1.0,9.5,-3.0,199.1135629,60.6
24100,608.5,610.0,1.0,9.5,-3.0,198.7684712,60.6
24200,610.0,611.5,1.0,9.5,-3.0,198.9064744,60.6
24300,612.0,613.5,1.0,9.5,-3.0,199.2679368,60.61
24400,611.0,612.5,1.0,9.5,-3.0,199.2516379,60.61
24500,606.5,608.0,1.0,9.5,-3.0,198.9806658,60.61
24600,604.0,605.5,1.0,9.5,-3.0,198.7359176,60.62
24700,601.5,603.0,1.0,9.5,-3.0,198.7398017,60.62
24800,598.5,600.0,1.0,9.5,-3.0,198.6073374,60.62
24900,599.0,600.5,1.0,9.5,-3.0,198.722888,60.62
25000,598.0,599.5,1.0,9.5,-3.0,198.7805267,60.62
25100,602.0,603.5,1.0,9.5,-3.0,199.0591938,60.63
25200,602.5,604.0,1.0,9.5,-3.0,198.8995691,60.63
25300,605.0,606.5,1.0,9.5,-3.0,199.0720452,60.63
25400,602.0,603.5,1.0,9.5,-3.0,198.9643477,60.64
25500,605.0,606.5,1.0,9.5,-3.0,199.2251244,60.64
25600,606.5,608.0,1.0,9.5,-3.0,199.2918793,60.64
25700,607.5,609.0,1.0,9.5,-3.0,199.3504796,60.64
25800,604.5,606.0,1.0,9.5,-3.0,199.0183469,60.64
25900,604.5,606.5,1.0,9.5,-3.0,198.9776707,60.65
26000,604.5,606.5,1.0,9.5,-3.0,198.8472011,60.65
26100,605.0,606.5,1.0,9.5,-3.0,198.7835269,60.65
26200,604.0,605.5,1.0,9.5,-3.0,198.9840426,60.66
26300,607.5,609.0,1.0,9.5,-3.0,199.4120435,60.66
26400,604.5,606.0,1.0,9.5,-3.0,199.3832668,60.66
26500,606.5,608.0,1.0,9.5,-3.0,199.8087604,60.66
26600,605.0,606.5,1.0,9.5,-3.0,199.720645,60.66
26700,604.0,605.5,1.0,9.5,-3.0,200.0109016,60.67
26800,602.5,604.0,1.0,9.5,-3.0,200.1115156,60.67
26900,600.0,601.5,1.0,9.5,-3.0,199.9829627,60.67
27000,596.5,598.0,1.0,9.5,-3.0,199.8194425,60.68
27100,598.5,600.0,1.0,9.5,-3.0,199.8873998,60.68
27200,599.5,601.0,1.0,9.5,-3.0,199.9163148,60.68
27300,599.0,600.5,1.0,9.5,-3.0,199.9807702,60.68
27400,600.5,602.0,1.0,9.5,-3.0,199.8860492,60.68
27500,600.5,602.0,1.0,9.5,-3.0,199.909715,60.69
27600,600.0,601.5,1.0,9.5,-3.0,200.0379611,60.69
27700,600.0,601.5,1.0,9.5,-3.0,199.6785392,60.69
27800,598.0,599.5,1.0,9.5,-3.0,199.4128512,60.7
27900,599.0,600.5,1.0,9.5,-3.0,199.5697991,60.7
28000,600.5,602.0,1.0,9.5,-3.0,199.5249105,60.7
28100,604.5,606.0,1.0,9.5,-3.0,199.7246303,60.7
28200,601.5,603.0,1.0,9.5,-3.0,199.4931195,60.7
28300,604.0,605.5,1.0,9.5,-3.0,199.6442083,60.71
28400,605.5,607.0,1.0,9.5,-3.0,199.7031921,60.71
28500,608.5,610.0,1.0,9.5,-3.0,199.81915,60.71
28600,612.0,613.5,1.0,9.5,-3.0,199.9836423,60.72
28700,609.0,610.5,1.0,9.5,-3.0,199.9315193,60.72
28800,610.0,611.5,1.0,9.5,-3.0,199.8014665,60.72
28900,609.5,611.0,1.0,9.5,-3.0,199.830997,60.72
29000,613.5,615.0,1.0,9.5,-3.0,200.0692058,60.72
29100,610.5,612.0,1.0,9.5,-3.0,199.8964554,60.73
29200,611.0,612.5,1.0,9.5,-3.0,199.6435141,60.73
29300,608.0,609.5,1.0,9.5,-3.0,199.4805376,60.73
29400,604.5,606.0,1.0,9.5,-3.0,199.1487349,60.74
29500,601.5,603.0,1.0,9.5,-3.0,198.9252173,60.74
29600,605.5,607.0,1.0,9.5,-3.0,199.1454352,60.74
29700,605.5,607.0,1.0,9.5,-3.0,199.3984151,60.74
29800,602.5,604.0,1.0,9.5,-3.0,199.2927064,60.74
29900,601.0,602.5,1.0,9.5,-3.0,199.1470846,60.75
30000,601.0,602.5,1.0,9.5,-3.0,199.0173844,60.75
30100,602.5,604.0,1.0,9.5,-3.0,199.0709929,60.75
30200,603.0,604.5,1.0,9.5,-3.0,199.4548452,60.76
30300,602.0,603.5,1.0,9.5,-3.0,199.2946651,60.76
30400,602.5,604.0,1.0,9.5,-3.0,198.9485887,60.76
30500,601.5,603.0,1.0,9.5,-3.0,198.9309115,60.76
30600,598.0,599.5,1.0,9.5,-3.0,198.7627379,60.76
30700,595.5,597.0,1.0,9.5,-3.0,198.5531645,60.77
30800,594.0,595.5,1.0,9.5,-3.0,198.2971532,60.77
30900,589.5,591.0,1.0,9.5,-3.0,198.0105225,60.77
31000,586.5,588.0,1.0,9.5,-3.0,197.9631617,60.78
31100,583.0,584.5,1.0,9.5,-3.0,197.9070857,60.78
31200,583.0,585.0,1.0,9.5,-3.0,197.8759211,60.78
31300,583.0,585.0,1.0,9.5,-3.0,197.6734081,60.78
31400,586.5,588.0,1.0,9.5,-3.0,197.7490464,60.78
31500,585.5,587.0,1.0,9.5,-3.0,197.7667246,60.79
31600,590.0,591.5,1.0,9.5,-3.0,198.2263638,60.79
31700,590.0,591.5,1.0,9.5,-3.0,198.2380834,60.79
31800,591.5,593.0,1.0,9.5,-3.0,198.4962387,60.8
31900,594.5,596.0,1.0,9.5,-3.0,198.6656885,60.8
32000,597.0,598.5,1.0,9.5,-3.0,198.7675671,60.8
32100,594.0,595.5,1.0,9.5,-3.0,198.6308068,60.8
32200,592.5,594.0,1.0,9.5,-3.0,198.4547774,60.8
32300,591.0,592.5,1.0,9.5,-3.0,198.2199487,60.81
32400,591.0,592.5,1.0,9.5,-3.0,198.2551255,60.81
32500,595.0,596.5,1.0,9.5,-3.0,198.3560755,60.81
32600,593.5,595.0,1.0,9.5,-3.0,198.3559512,60.82
32700,591.5,593.0,1.0,9.5,-3.0,198.3041064,60.82
32800,592.5,594.0,1.0,9.5,-3.0,198.3579818,60.82
32900,593.0,594.5,1.0,9.5,-3.0,198.0485365,60.82
33000,590.5,592.0,1.0,9.5,-3.0,198.0240195,60.82
33100,589.0,590.5,1.0,9.5,-3.0,197.5935047,60.83
33200,591.0,592.5,1.0,9.5,-3.0,197.9100951,60.83
33300,592.5,594.0,1.0,9.5,-3.0,197.9099487,60.83
33400,594.5,596.0,1.0,9.5,-3.0,197.8953718,60.84
33500,592.5,594.0,1.0,9.5,-3.0,197.8833309,60.84
33600,592.0,593.5,1.0,9.5,-3.0,197.6369992,60.84
33700,590.5,592.0,1.0,9.5,-3.0,197.6544585,60.84
33800,589.5,591.0,1.0,9.5,-3.0,197.7488757,60.84
33900,587.0,588.5,1.0,9.5,-3.0,197.7328589,60.85
34000,582.0,583.5,1.0,9.5,-3.0,197.5689992,60.85
34100,582.0,583.5,1.0,9.5,-3.0,197.7762158,60.85
34200,583.0,584.5,1.0,9.5,-3.0,198.1066687,60.86
34300,584.5,586.0,1.0,9.5,-3.0,198.177376,60.86
34400,582.0,583.5,1.0,9.5,-3.0,198.1043253,60.86
34500,584.0,585.5,1.0,9.5,-3.0,198.1663063,60.86
34600,581.0,582.5,1.0,9.5,-3.0,198.1349346,60.86
34700,578.0,579.5,1.0,9.5,-3.0,197.9550658,60.87
34800,578.5,580.0,1.0,9.5,-3.0,197.8625949,60.87
34900,581.0,582.5,1.0,9.5,-3.0,197.8689643,60.87
35000,578.0,579.5,1.0,9.5,-3.0,197.9607836,60.88
35100,579.5,581.0,1.0,9.5,-3.0,198.1568716,60.88
35200,580.5,582.0,1.0,9.5,-3.0,198.459827,60.88
35300,580.5,582.5,1.0,9.5,-3.0,198.6495958,60.88
35400,584.5,586.0,1.0,9.5,-3.0,199.098495,60.88
35500,584.0,585.5,1.0,9.5,-3.0,198.738091,60.89
35600,581.5,583.0,1.0,9.5,-3.0,198.6610756,60.89
35700,582.0,583.5,1.0,9.5,-3.0,198.6042633,60.89
35800,581.5,583.0,1.0,9.5,-3.0,198.5196527,60.9
35900,581.5,583.0,1.0,9.5,-3.0,198.6016057,60.9
36000,580.0,581.5,1.0,9.5,-3.0,198.4692578,60.9
36100,577.5,579.0,1.0,9.5,-3.0,198.4012898,60.9
36200,574.5,576.0,1.0,9.5,-3.0,198.1074361,60.9
36300,572.5,574.0,1.0,9.5,-3.0,197.8891426,60.91
36400,574.0,575.5,1.0,9.5,-3.0,197.757991,60.91
36500,574.5,576.0,1.0,9.5,-3.0,198.0612875,60.91
36600,576.5,578.0,1.0,9.5,-3.0,198.1104942,60.92
36700,579.0,580.5,1.0,9.5,-3.0,198.3031367,60.92
36800,579.0,580.5,1.0,9.5,-3.0,198.2318534,60.92
36900,580.5,582.0,1.0,9.5,-3.0,198.1932166,60.92
37000,583.0,584.5,1.0,9.5,-3.0,198.2143949,60.92
37100,582.0,583.5,1.0,9.5,-3.0,198.0647966,60.93
37200,581.0,582.5,1.0,9.5,-3.0,198.1367528,60.93
37300,578.5,580.0,1.0,9.5,-3.0,198.1044742,60.93
37400,581.5,583.0,1.0,9.5,-3.0,198.2947586,60.94
37500,582.5,584.0,1.0,9.5,-3.0,198.4288985,60.94
37600,587.5,589.0,1.0,9.5,-3.0,198.5719193,60.94
37700,587.0,588.5,1.0,9.5,-3.0,198.6327882,60.94
37800,584.5,586.0,1.0,9.5,-3.0,198.5193252,60.94
37900,584.0,585.5,1.0,9.5,-3.0,198.4922973,60.95
38000,585.0,586.5,1.0,9.5,-3.0,198.6430572,60.95
38100,584.5,586.0,1.0,9.5,-3.0,198.4962198,60.95
38200,583.5,585.0,1.0,9.5,-3.0,198.5568407,60.96
38300,584.5,586.0,1.0,9.5,-3.0,198.6142917,60.96
38400,586.5,588.0,1.0,9.5,-3.0,198.9074893,60.96
38500,589.5,591.0,1.0,9.5,-3.0,199.3277181,60.96
38600,593.5,595.0,1.0,9.5,-3.0,199.6161021,60.96
38700,593.5,595.0,1.0,9.5,-3.0,199.4024999,60.97
38800,595.0,596.5,1.0,9.5,-3.0,199.4441384,60.97
